Datetime,Open,High,Low,Close,Adj Close,Volume
2024-01-18 00:00:00-05:00,16848.0,16848.0,16848.0,16848.0,16848.0,0
2024-01-18 00:05:00-05:00,16848.0,16848.75,16847.25,16847.5,16847.5,140
2024-01-18 00:10:00-05:00,16847.5,16851.0,16847.5,16850.25,16850.25,104
2024-01-18 00:15:00-05:00,16850.5,16851.0,16848.25,16850.75,16850.75,148
2024-01-18 00:20:00-05:00,16850.25,16854.5,16849.25,16851.5,16851.5,258
2024-01-18 00:25:00-05:00,16852.0,16852.0,16847.75,16852.0,16852.0,202
2024-01-18 00:30:00-05:00,16852.0,16852.0,16843.25,16846.5,16846.5,476
2024-01-18 00:35:00-05:00,16846.5,16857.5,16846.0,16857.0,16857.0,560
2024-01-18 00:40:00-05:00,16856.25,16860.5,16856.25,16858.5,16858.5,520
2024-01-18 00:45:00-05:00,16858.5,16860.0,16854.5,16855.75,16855.75,253
2024-01-18 00:50:00-05:00,16856.0,16859.5,16855.25,16859.0,16859.0,231
2024-01-18 00:55:00-05:00,16859.25,16867.75,16857.75,16864.5,16864.5,559
2024-01-18 01:00:00-05:00,16864.25,16872.5,16863.5,16870.75,16870.75,685
2024-01-18 01:05:00-05:00,16870.75,16879.5,16867.5,16879.5,16879.5,555
2024-01-18 01:10:00-05:00,16879.5,16884.25,16876.25,16877.0,16877.0,713
2024-01-18 01:15:00-05:00,16877.5,16880.0,16876.25,16876.25,16876.25,337
2024-01-18 01:20:00-05:00,16877.0,16883.25,16874.5,16881.75,16881.75,390
2024-01-18 01:25:00-05:00,16882.0,16889.5,16881.25,16882.5,16882.5,875
2024-01-18 01:30:00-05:00,16882.5,16887.5,16876.25,16886.5,16886.5,465
2024-01-18 01:35:00-05:00,16886.5,16891.25,16886.25,16890.75,16890.75,527
2024-01-18 01:40:00-05:00,16890.5,16893.0,16887.5,16891.25,16891.25,455
2024-01-18 01:45:00-05:00,16891.5,16895.25,16890.25,16893.75,16893.75,410
2024-01-18 01:50:00-05:00,16893.75,16896.0,16892.0,16893.0,16893.0,441
2024-01-18 01:55:00-05:00,16893.5,16895.0,16892.0,16892.5,16892.5,283
2024-01-18 02:00:00-05:00,16892.25,16898.25,16891.0,16897.5,16897.5,689
2024-01-18 02:05:00-05:00,16898.0,16899.25,16892.5,16895.5,16895.5,495
2024-01-18 02:10:00-05:00,16896.25,16897.75,16888.75,16888.75,16888.75,539
2024-01-18 02:15:00-05:00,16889.0,16893.5,16885.75,16888.5,16888.5,507
2024-01-18 02:20:00-05:00,16888.25,16894.5,16886.0,16894.25,16894.25,313
2024-01-18 02:25:00-05:00,16894.25,16894.75,16885.75,16887.5,16887.5,326
2024-01-18 02:30:00-05:00,16887.25,16888.25,16880.25,16881.25,16881.25,475
2024-01-18 02:35:00-05:00,16881.25,16881.5,16874.0,16874.25,16874.25,593
2024-01-18 02:40:00-05:00,16874.5,16874.75,16870.25,16873.25,16873.25,498
2024-01-18 02:45:00-05:00,16872.75,16882.5,16871.5,16881.0,16881.0,787
2024-01-18 02:50:00-05:00,16881.75,16886.75,16881.25,16881.5,16881.5,590
2024-01-18 02:55:00-05:00,16881.0,16894.0,16880.0,16891.25,16891.25,551
2024-01-18 03:00:00-05:00,16891.0,16898.75,16890.5,16895.75,16895.75,960
2024-01-18 03:05:00-05:00,16896.5,16903.75,16887.5,16891.5,16891.5,1259
2024-01-18 03:10:00-05:00,16891.75,16906.0,16888.25,16904.0,16904.0,1179
2024-01-18 03:15:00-05:00,16905.0,16916.75,16900.25,16912.0,16912.0,1913
2024-01-18 03:20:00-05:00,16912.25,16915.5,16897.0,16904.0,16904.0,1423
2024-01-18 03:25:00-05:00,16904.5,16910.25,16900.0,16904.25,16904.25,638
2024-01-18 03:30:00-05:00,16903.5,16908.0,16903.5,16907.0,16907.0,48
2024-01-18 03:40:00-05:00,16892.19921875,16901.25,16890.75,16899.25,16899.25,1922
2024-01-18 03:45:00-05:00,16899.5,16905.0,16892.25,16892.75,16892.75,660
2024-01-18 03:50:00-05:00,16892.5,16895.0,16884.75,16886.0,16886.0,660
2024-01-18 03:55:00-05:00,16887.0,16893.75,16883.75,16891.75,16891.75,449
2024-01-18 04:00:00-05:00,16892.0,16908.25,16889.25,16907.25,16907.25,1361
2024-01-18 04:05:00-05:00,16907.5,16909.75,16894.0,16907.75,16907.75,956
2024-01-18 04:10:00-05:00,16908.25,16921.5,16905.5,16914.0,16914.0,1208
2024-01-18 04:15:00-05:00,16913.5,16916.0,16907.5,16910.5,16910.5,694
2024-01-18 04:20:00-05:00,16910.5,16920.5,16910.5,16919.75,16919.75,687
2024-01-18 04:25:00-05:00,16920.0,16920.75,16916.25,16917.0,16917.0,599
2024-01-18 04:30:00-05:00,16916.75,16922.75,16915.0,16915.25,16915.25,728
2024-01-18 04:35:00-05:00,16915.0,16926.5,16913.75,16923.5,16923.5,1039
2024-01-18 04:40:00-05:00,16923.5,16935.75,16921.5,16924.25,16924.25,1905
2024-01-18 04:45:00-05:00,16924.25,16925.25,16918.5,16921.75,16921.75,690
2024-01-18 04:50:00-05:00,16921.75,16923.5,16915.75,16916.75,16916.75,495
2024-01-18 04:55:00-05:00,16916.25,16920.75,16911.0,16917.25,16917.25,751
2024-01-18 05:00:00-05:00,16917.5,16920.25,16915.75,16917.5,16917.5,459
2024-01-18 05:05:00-05:00,16918.0,16919.5,16914.5,16917.5,16917.5,570
2024-01-18 05:10:00-05:00,16917.5,16918.25,16908.0,16913.0,16913.0,772
2024-01-18 05:15:00-05:00,16912.5,16918.0,16912.25,16917.75,16917.75,272
2024-01-18 05:20:00-05:00,16918.0,16919.75,16910.75,16915.75,16915.75,543
2024-01-18 05:25:00-05:00,16916.5,16921.5,16913.75,16920.75,16920.75,448
2024-01-18 05:30:00-05:00,16920.5,16921.75,16920.5,16920.5,16920.5,81
2024-01-18 05:40:00-05:00,16923.5,16925.75,16921.0,16923.0,16923.0,1538
2024-01-18 05:45:00-05:00,16923.0,16924.75,16917.5,16924.75,16924.75,653
2024-01-18 05:50:00-05:00,16924.5,16937.0,16922.25,16935.75,16935.75,1086
2024-01-18 05:55:00-05:00,16935.5,16947.75,16934.75,16942.5,16942.5,1276
2024-01-18 06:00:00-05:00,16942.75,16960.0,16940.5,16960.0,16960.0,2048
2024-01-18 06:05:00-05:00,16960.0,16964.25,16954.5,16961.75,16961.75,1299
2024-01-18 06:10:00-05:00,16962.25,16968.25,16961.0,16962.75,16962.75,1241
2024-01-18 06:15:00-05:00,16962.75,16964.5,16957.75,16962.5,16962.5,866
2024-01-18 06:20:00-05:00,16962.5,16967.0,16960.0,16966.0,16966.0,869
2024-01-18 06:25:00-05:00,16966.0,16969.0,16962.75,16965.25,16965.25,689
2024-01-18 06:30:00-05:00,16965.0,16969.5,16962.5,16966.5,16966.5,725
2024-01-18 06:35:00-05:00,16966.75,16976.25,16966.75,16968.25,16968.25,1256
2024-01-18 06:40:00-05:00,16968.25,16988.25,16967.5,16987.75,16987.75,2050
2024-01-18 06:45:00-05:00,16988.0,16991.25,16985.25,16987.25,16987.25,1436
2024-01-18 06:50:00-05:00,16987.75,16990.5,16982.5,16983.0,16983.0,927
2024-01-18 06:55:00-05:00,16983.25,16998.5,16981.0,16992.5,16992.5,1760
2024-01-18 07:00:00-05:00,16992.25,17009.25,16991.25,16993.75,16993.75,3095
2024-01-18 07:05:00-05:00,16994.0,17004.5,16992.25,16993.25,16993.25,1306
2024-01-18 07:10:00-05:00,16992.75,17002.5,16991.0,16996.25,16996.25,959
2024-01-18 07:15:00-05:00,16996.25,17001.5,16990.25,16996.5,16996.5,1236
2024-01-18 07:20:00-05:00,16996.75,17002.75,16995.25,17002.0,17002.0,698
2024-01-18 07:25:00-05:00,17002.5,17008.5,17000.25,17002.75,17002.75,1193
2024-01-18 07:30:00-05:00,17003.25,17009.75,17003.0,17005.25,17005.25,1154
2024-01-18 07:35:00-05:00,17005.0,17016.0,17004.25,17012.25,17012.25,1233
2024-01-18 07:40:00-05:00,17012.5,17017.25,17007.25,17016.0,17016.0,1277
2024-01-18 07:45:00-05:00,17016.0,17025.25,17014.5,17018.25,17018.25,2148
2024-01-18 07:50:00-05:00,17018.0,17022.75,17014.25,17018.25,17018.25,1066
2024-01-18 07:55:00-05:00,17018.25,17018.25,17003.5,17006.0,17006.0,1796
2024-01-18 08:00:00-05:00,17006.75,17014.25,17004.25,17011.5,17011.5,1603
2024-01-18 08:05:00-05:00,17011.0,17018.75,17010.75,17015.75,17015.75,1170
2024-01-18 08:10:00-05:00,17016.0,17018.0,17011.25,17012.5,17012.5,1106
2024-01-18 08:15:00-05:00,17012.25,17018.75,17011.5,17017.5,17017.5,896
2024-01-18 08:20:00-05:00,17017.75,17020.75,17014.5,17018.25,17018.25,1031
2024-01-18 08:25:00-05:00,17019.0,17024.0,17017.25,17019.25,17019.25,1189
2024-01-18 08:30:00-05:00,17019.25,17021.0,16991.75,17016.5,17016.5,6685
2024-01-18 08:35:00-05:00,17016.25,17044.75,17008.25,17009.5,17009.5,7220
2024-01-18 08:40:00-05:00,17009.0,17011.0,16979.5,16983.0,16983.0,6227
2024-01-18 08:45:00-05:00,16983.0,16994.75,16976.25,16993.5,16993.5,3901
2024-01-18 08:50:00-05:00,16993.25,17000.0,16989.0,16992.5,16992.5,2617
2024-01-18 08:55:00-05:00,16992.75,16993.25,16979.0,16982.0,16982.0,2747
2024-01-18 09:00:00-05:00,16982.25,17001.0,16982.25,16995.0,16995.0,2787
2024-01-18 09:05:00-05:00,16995.0,17005.75,16993.25,17005.0,17005.0,2302
2024-01-18 09:10:00-05:00,17005.25,17023.5,17003.75,17018.0,17018.0,3510
2024-01-18 09:15:00-05:00,17017.75,17020.75,17006.0,17009.0,17009.0,2805
2024-01-18 09:20:00-05:00,17008.75,17011.75,16990.0,16998.25,16998.25,4129
2024-01-18 09:25:00-05:00,16999.75,17001.5,16988.5,16996.25,16996.25,4007
2024-01-18 09:30:00-05:00,16997.0,17047.25,16995.0,17032.25,17032.25,24123
2024-01-18 09:35:00-05:00,17032.0,17044.0,17011.0,17034.25,17034.25,15964
2024-01-18 09:40:00-05:00,17033.75,17054.25,17027.5,17029.25,17029.25,15008
2024-01-18 09:45:00-05:00,17029.0,17043.25,17019.5,17027.75,17027.75,11624
2024-01-18 09:50:00-05:00,17027.0,17031.25,17006.5,17016.5,17016.5,10464
2024-01-18 09:55:00-05:00,17016.0,17036.75,17007.0,17027.75,17027.75,8926
2024-01-18 10:00:00-05:00,17027.5,17042.0,16987.0,16992.5,16992.5,14645
2024-01-18 10:05:00-05:00,16992.0,17007.5,16986.25,16996.0,16996.0,9778
2024-01-18 10:10:00-05:00,16997.0,17024.5,16996.25,17018.75,17018.75,10516
2024-01-18 10:15:00-05:00,17017.75,17037.0,17009.5,17016.25,17016.25,11780
2024-01-18 10:20:00-05:00,17017.0,17031.25,16999.0,17022.0,17022.0,9168
2024-01-18 10:25:00-05:00,17022.25,17038.5,17018.75,17032.75,17032.75,7015
2024-01-18 10:30:00-05:00,17033.5,17049.25,17006.5,17040.0,17040.0,16804
2024-01-18 10:35:00-05:00,17039.75,17063.5,17035.0,17059.0,17059.0,12842
2024-01-18 10:40:00-05:00,17059.25,17070.25,17046.5,17067.5,17067.5,10315
2024-01-18 10:45:00-05:00,17067.0,17078.75,17054.5,17078.0,17078.0,9194
2024-01-18 10:50:00-05:00,17078.0,17079.75,17061.25,17075.5,17075.5,7583
2024-01-18 10:55:00-05:00,17076.0,17078.5,17044.5,17055.5,17055.5,8744
2024-01-18 11:00:00-05:00,17056.5,17058.5,17026.5,17028.5,17028.5,11005
2024-01-18 11:05:00-05:00,17028.5,17054.25,17027.5,17048.0,17048.0,6976
2024-01-18 11:10:00-05:00,17048.0,17064.0,17047.25,17061.25,17061.25,6493
2024-01-18 11:15:00-05:00,17061.0,17077.75,17058.0,17074.75,17074.75,6882
2024-01-18 11:20:00-05:00,17075.0,17088.0,17070.0,17075.5,17075.5,8900
2024-01-18 11:25:00-05:00,17075.25,17088.75,17068.0,17085.75,17085.75,8302
2024-01-18 11:30:00-05:00,17086.0,17101.5,17083.25,17094.5,17094.5,9632
2024-01-18 11:35:00-05:00,17094.75,17102.25,17092.25,17092.75,17092.75,5877
2024-01-18 11:40:00-05:00,17092.5,17093.5,17070.5,17078.5,17078.5,8707
2024-01-18 11:45:00-05:00,17079.0,17087.0,17066.25,17074.25,17074.25,6365
2024-01-18 11:50:00-05:00,17074.5,17093.5,17073.0,17085.75,17085.75,6261
